EncounterType,HospitalCounty,OSHPD_ID,FacilityName,System,Ownership,Urban_Rural,Teaching,LicensedBedSize,PrimaryCareShortageArea,MentalHealthShortageArea,HomelessIndicator,Demographic,DemographicValue,Encounters,TotalEncounters,Percent
ED Visits,Modoc,250955,Surprise Valley Community Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,60+,295,751,39.3
ED Visits,Modoc,250956,Modoc Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,0 to 18,1712,8612,19.9
ED Visits,Modoc,250956,Modoc Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,19 to 39,2400,8612,27.9
ED Visits,Modoc,250956,Modoc Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,40 to 59,2113,8612,24.5
ED Visits,Modoc,250956,Modoc Medical Center,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,60+,2387,8612,27.7
ED Visits,Mono,260011,Mammoth Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Age,0 to 18,3847,18326,21
ED Visits,Mono,260011,Mammoth Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Age,19 to 39,6684,18326,36.5
ED Visits,Mono,260011,Mammoth Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Age,40 to 59,4342,18326,23.7
ED Visits,Mono,260011,Mammoth Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Age,60+,3453,18326,18.8
ED Visits,Monterey,270744,Community Hospital of the Monterey Peninsula,N/A,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,0 to 18,15883,73597,21.6
ED Visits,Monterey,270744,Community Hospital of the Monterey Peninsula,N/A,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,19 to 39,22668,73597,30.8
ED Visits,Monterey,270744,Community Hospital of the Monterey Peninsula,N/A,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,40 to 59,15483,73597,21
ED Visits,Monterey,270744,Community Hospital of the Monterey Peninsula,N/A,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,60+,19563,73597,26.6
ED Visits,Monterey,270777,George L. Mee Memorial Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Age,0 to 18,8430,22104,38.1
ED Visits,Monterey,270777,George L. Mee Memorial Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Age,19 to 39,7350,22104,33.3
ED Visits,Monterey,270777,George L. Mee Memorial Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Age,40 to 59,3976,22104,18
ED Visits,Monterey,270777,George L. Mee Memorial Hospital,N/A,Non-Profit,Rural/Frontier,Non-Teaching,1-99,No,Yes,Non-Homeless,Age,60+,2348,22104,10.6
ED Visits,Monterey,270875,Salinas Valley Memorial Hospital,N/A,Government,Urban,Non-Teaching,200-299,Yes,Yes,Non-Homeless,Age,0 to 18,23168,85519,27.1
ED Visits,Monterey,270875,Salinas Valley Memorial Hospital,N/A,Government,Urban,Non-Teaching,200-299,Yes,Yes,Non-Homeless,Age,19 to 39,30082,85519,35.2
ED Visits,Monterey,270875,Salinas Valley Memorial Hospital,N/A,Government,Urban,Non-Teaching,200-299,Yes,Yes,Non-Homeless,Age,40 to 59,17878,85519,20.9
ED Visits,Monterey,270875,Salinas Valley Memorial Hospital,N/A,Government,Urban,Non-Teaching,200-299,Yes,Yes,Non-Homeless,Age,60+,14391,85519,16.8
ED Visits,Monterey,274043,Natividad Medical Center,N/A,Government,Urban,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,0 to 18,26047,81381,32
ED Visits,Monterey,274043,Natividad Medical Center,N/A,Government,Urban,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,19 to 39,31517,81381,38.7
ED Visits,Monterey,274043,Natividad Medical Center,N/A,Government,Urban,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,40 to 59,16195,81381,19.9
ED Visits,Monterey,274043,Natividad Medical Center,N/A,Government,Urban,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,60+,7622,81381,9.4
ED Visits,Napa,281047,Providence Queen of the Valley Medical Center,Providence St. Joseph Health,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,0 to 18,7382,44866,16.5
ED Visits,Napa,281047,Providence Queen of the Valley Medical Center,Providence St. Joseph Health,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,19 to 39,12734,44866,28.4
ED Visits,Napa,281047,Providence Queen of the Valley Medical Center,Providence St. Joseph Health,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,40 to 59,10605,44866,23.6
ED Visits,Napa,281047,Providence Queen of the Valley Medical Center,Providence St. Joseph Health,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,60+,14145,44866,31.5
ED Visits,Napa,281078,Adventist Health St. Helena,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,1549,10704,14.5
ED Visits,Napa,281078,Adventist Health St. Helena,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,2933,10704,27.4
ED Visits,Napa,281078,Adventist Health St. Helena,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,2554,10704,23.9
ED Visits,Napa,281078,Adventist Health St. Helena,Adventist Health Systems,Non-Profit,Rural/Frontier,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,3668,10704,34.3
ED Visits,Nevada,291023,Sierra Nevada Memorial Hospital,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,0 to 18,6820,44118,15.5
ED Visits,Nevada,291023,Sierra Nevada Memorial Hospital,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,19 to 39,11886,44118,26.9
ED Visits,Nevada,291023,Sierra Nevada Memorial Hospital,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,40 to 59,9673,44118,21.9
ED Visits,Nevada,291023,Sierra Nevada Memorial Hospital,Dignity Health,Non-Profit,Rural/Frontier,Non-Teaching,100-199,Yes,Yes,Non-Homeless,Age,60+,15739,44118,35.7
ED Visits,Nevada,291053,Tahoe Forest Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,0 to 18,4984,22557,22.1
ED Visits,Nevada,291053,Tahoe Forest Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,19 to 39,7134,22557,31.6
ED Visits,Nevada,291053,Tahoe Forest Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,40 to 59,5424,22557,24
ED Visits,Nevada,291053,Tahoe Forest Hospital,N/A,Government,Rural/Frontier,Non-Teaching,1-99,Yes,Yes,Non-Homeless,Age,60+,5015,22557,22.2
ED Visits,Orange,300032,Children's Hospital of Orange County,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,0 to 18,137961,141172,97.7
ED Visits,Orange,300032,Children's Hospital of Orange County,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,19 to 39,2650,141172,1.9
ED Visits,Orange,300032,Children's Hospital of Orange County,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,40 to 59,416,141172,0.3
ED Visits,Orange,300032,Children's Hospital of Orange County,N/A,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,60+,145,141172,0.1
ED Visits,Orange,300225,MemorialCare Orange Coast Medical Center,Memorialcare,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,0 to 18,5381,50531,10.6
ED Visits,Orange,300225,MemorialCare Orange Coast Medical Center,Memorialcare,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,19 to 39,14138,50531,28
ED Visits,Orange,300225,MemorialCare Orange Coast Medical Center,Memorialcare,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,40 to 59,13729,50531,27.2
ED Visits,Orange,300225,MemorialCare Orange Coast Medical Center,Memorialcare,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,60+,17283,50531,34.2
ED Visits,Orange,301098,AHMC Anaheim Regional Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Teaching,200-299,No,Yes,Non-Homeless,Age,0 to 18,6766,48729,13.9
ED Visits,Orange,301098,AHMC Anaheim Regional Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Teaching,200-299,No,Yes,Non-Homeless,Age,19 to 39,17814,48729,36.6
ED Visits,Orange,301098,AHMC Anaheim Regional Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Teaching,200-299,No,Yes,Non-Homeless,Age,40 to 59,13281,48729,27.3
ED Visits,Orange,301098,AHMC Anaheim Regional Medical Center,"AHMC Healthcare, Inc.",Investor,Urban,Teaching,200-299,No,Yes,Non-Homeless,Age,60+,10868,48729,22.3
ED Visits,Orange,301140,Chapman Global Medical Center,"KPC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,1036,10358,10
ED Visits,Orange,301140,Chapman Global Medical Center,"KPC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,3995,10358,38.6
ED Visits,Orange,301140,Chapman Global Medical Center,"KPC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,3154,10358,30.4
ED Visits,Orange,301140,Chapman Global Medical Center,"KPC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,2173,10358,21
ED Visits,Orange,301175,Fountain Valley Regional Hospital & Medical Center - Euclid,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,0 to 18,13016,73972,17.6
ED Visits,Orange,301175,Fountain Valley Regional Hospital & Medical Center - Euclid,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,19 to 39,25738,73972,34.8
ED Visits,Orange,301175,Fountain Valley Regional Hospital & Medical Center - Euclid,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,40 to 59,20075,73972,27.1
ED Visits,Orange,301175,Fountain Valley Regional Hospital & Medical Center - Euclid,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,60+,15143,73972,20.5
ED Visits,Orange,301188,Anaheim Global Medical Center,"KPC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,No,Yes,Non-Homeless,Age,0 to 18,3645,20370,17.9
ED Visits,Orange,301188,Anaheim Global Medical Center,"KPC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,No,Yes,Non-Homeless,Age,19 to 39,8872,20370,43.6
ED Visits,Orange,301188,Anaheim Global Medical Center,"KPC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,No,Yes,Non-Homeless,Age,40 to 59,5356,20370,26.3
ED Visits,Orange,301188,Anaheim Global Medical Center,"KPC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,No,Yes,Non-Homeless,Age,60+,2497,20370,12.3
ED Visits,Orange,301205,Hoag Memorial Hospital Presbyterian,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Age,0 to 18,20858,178308,11.7
ED Visits,Orange,301205,Hoag Memorial Hospital Presbyterian,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Age,19 to 39,58812,178308,33
ED Visits,Orange,301205,Hoag Memorial Hospital Presbyterian,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Age,40 to 59,43924,178308,24.6
ED Visits,Orange,301205,Hoag Memorial Hospital Presbyterian,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Age,60+,54714,178308,30.7
ED Visits,Orange,301209,Huntington Beach Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,3568,25341,14.1
ED Visits,Orange,301209,Huntington Beach Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,10534,25341,41.6
ED Visits,Orange,301209,Huntington Beach Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,7302,25341,28.8
ED Visits,Orange,301209,Huntington Beach Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,3937,25341,15.5
ED Visits,Orange,301234,La Palma Intercommunity Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,4576,24756,18.5
ED Visits,Orange,301234,La Palma Intercommunity Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,8559,24756,34.6
ED Visits,Orange,301234,La Palma Intercommunity Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,6474,24756,26.2
ED Visits,Orange,301234,La Palma Intercommunity Hospital,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,5147,24756,20.8
ED Visits,Orange,301248,Los Alamitos Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,6073,50218,12.1
ED Visits,Orange,301248,Los Alamitos Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,13101,50218,26.1
ED Visits,Orange,301248,Los Alamitos Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,12322,50218,24.5
ED Visits,Orange,301248,Los Alamitos Medical Center,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,18722,50218,37.3
ED Visits,Orange,301258,South Coast Global Medical Center,"KPC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Age,0 to 18,4805,25107,19.1
ED Visits,Orange,301258,South Coast Global Medical Center,"KPC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Age,19 to 39,10828,25107,43.1
ED Visits,Orange,301258,South Coast Global Medical Center,"KPC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Age,40 to 59,6452,25107,25.7
ED Visits,Orange,301258,South Coast Global Medical Center,"KPC Healthcare, Inc.",Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Age,60+,3022,25107,12
ED Visits,Orange,301262,Providence Mission Hospital,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,0 to 18,1146,72810,1.6
ED Visits,Orange,301262,Providence Mission Hospital,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,19 to 39,23502,72810,32.3
ED Visits,Orange,301262,Providence Mission Hospital,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,40 to 59,21188,72810,29.1
ED Visits,Orange,301262,Providence Mission Hospital,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,60+,26974,72810,37
ED Visits,Orange,301279,University of California Irvine Medical Center,University Of California,Government,Urban,Teaching,400+,Yes,No,Non-Homeless,Age,0 to 18,4906,68666,7.1
ED Visits,Orange,301279,University of California Irvine Medical Center,University Of California,Government,Urban,Teaching,400+,Yes,No,Non-Homeless,Age,19 to 39,27336,68666,39.8
ED Visits,Orange,301279,University of California Irvine Medical Center,University Of California,Government,Urban,Teaching,400+,Yes,No,Non-Homeless,Age,40 to 59,21527,68666,31.4
ED Visits,Orange,301279,University of California Irvine Medical Center,University Of California,Government,Urban,Teaching,400+,Yes,No,Non-Homeless,Age,60+,14897,68666,21.7
ED Visits,Orange,301283,Garden Grove Hospital and Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Age,0 to 18,6774,39647,17.1
ED Visits,Orange,301283,Garden Grove Hospital and Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Age,19 to 39,15375,39647,38.8
ED Visits,Orange,301283,Garden Grove Hospital and Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Age,40 to 59,10700,39647,27
ED Visits,Orange,301283,Garden Grove Hospital and Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,100-199,Yes,No,Non-Homeless,Age,60+,6798,39647,17.1
ED Visits,Orange,301297,Placentia Linda Hospital,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,7238,47653,15.2
ED Visits,Orange,301297,Placentia Linda Hospital,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,15194,47653,31.9
ED Visits,Orange,301297,Placentia Linda Hospital,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,12494,47653,26.2
ED Visits,Orange,301297,Placentia Linda Hospital,Tenet Healthcare Corporation,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,12727,47653,26.7
ED Visits,Orange,301317,MemorialCare Saddleback Medical Center,Memorialcare,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,0 to 18,5014,53187,9.4
ED Visits,Orange,301317,MemorialCare Saddleback Medical Center,Memorialcare,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,19 to 39,12441,53187,23.4
ED Visits,Orange,301317,MemorialCare Saddleback Medical Center,Memorialcare,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,40 to 59,11999,53187,22.6
ED Visits,Orange,301317,MemorialCare Saddleback Medical Center,Memorialcare,Non-Profit,Urban,Non-Teaching,200-299,No,No,Non-Homeless,Age,60+,23733,53187,44.6
ED Visits,Orange,301337,Providence Mission Hospital - Laguna Beach,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,2461,23888,10.3
ED Visits,Orange,301337,Providence Mission Hospital - Laguna Beach,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,7338,23888,30.7
ED Visits,Orange,301337,Providence Mission Hospital - Laguna Beach,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,6537,23888,27.4
ED Visits,Orange,301337,Providence Mission Hospital - Laguna Beach,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,7552,23888,31.6
ED Visits,Orange,301340,Providence St. Joseph Hospital,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Age,0 to 18,7124,120048,5.9
ED Visits,Orange,301340,Providence St. Joseph Hospital,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Age,19 to 39,45665,120048,38
ED Visits,Orange,301340,Providence St. Joseph Hospital,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Age,40 to 59,33702,120048,28.1
ED Visits,Orange,301340,Providence St. Joseph Hospital,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,400+,No,No,Non-Homeless,Age,60+,33557,120048,28
ED Visits,Orange,301342,Providence St. Jude Medical Center,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,0 to 18,15012,107797,13.9
ED Visits,Orange,301342,Providence St. Jude Medical Center,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,19 to 39,30075,107797,27.9
ED Visits,Orange,301342,Providence St. Jude Medical Center,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,40 to 59,26125,107797,24.2
ED Visits,Orange,301342,Providence St. Jude Medical Center,Providence St. Joseph Health,Non-Profit,Urban,Non-Teaching,300-399,No,No,Non-Homeless,Age,60+,36585,107797,33.9
ED Visits,Orange,301357,Foothill Regional Medical Center,ALTA Hospitals System,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,0 to 18,797,7342,10.9
ED Visits,Orange,301357,Foothill Regional Medical Center,ALTA Hospitals System,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,19 to 39,3209,7342,43.7
ED Visits,Orange,301357,Foothill Regional Medical Center,ALTA Hospitals System,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,40 to 59,2065,7342,28.1
ED Visits,Orange,301357,Foothill Regional Medical Center,ALTA Hospitals System,Investor,Urban,Non-Teaching,100-199,No,No,Non-Homeless,Age,60+,1271,7342,17.3
ED Visits,Orange,301379,West Anaheim Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,200-299,Yes,No,Non-Homeless,Age,0 to 18,6461,45577,14.2
ED Visits,Orange,301379,West Anaheim Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,200-299,Yes,No,Non-Homeless,Age,19 to 39,17622,45577,38.7
ED Visits,Orange,301379,West Anaheim Medical Center,Prime Healthcare Services,Investor,Urban,Non-Teaching,200-299,Yes,No,Non-Homeless,Age,40 to 59,12755,45577,28
